;Date;Production;Prediction
103;2016-12-26;866456770.488;0
104;2017-01-02;750361954.442;0
105;2017-01-09;954693761.334;0
106;2017-01-16;1039283877.309;0
107;2017-01-23;1142540956.413;0
108;2017-01-30;968226691.151;0
109;2017-02-06;747175563.921;0
110;2017-02-13;773916230.239;0
111;2017-02-20;724781497.172;0
112;2017-02-27;900790161.815;0
113;2017-03-06;947341088.125;0
114;2017-03-13;984773648.396;0
115;2017-03-20;1014931967.594;0
116;2017-03-27;1095311939.156;0
117;2017-04-03;1020891768.2;0
118;2017-04-10;971355607.671;0
119;2017-04-17;979338725.545;0
120;2017-04-24;1062465026.057;0
121;2017-05-01;1061742183.847;0
122;2017-05-08;1036323485.015;0
123;2017-05-15;1073298364.362;0
124;2017-05-22;1253366985.213;0
125;2017-05-29;1309605943.526;0
126;2017-06-05;1350949784.798;0
127;2017-06-12;1182389811.05;0
128;2017-06-19;1258735239.437;0
129;2017-06-26;1236332759.109;0
130;2017-07-03;1344202735.473;0
131;2017-07-10;1391789055.756;0
132;2017-07-17;1274972759.5509999;0
133;2017-07-24;1282294859.447;0
134;2017-07-31;1220406946.304;0
135;2017-08-07;1273698285.174;0
136;2017-08-14;1352295868.125;0
137;2017-08-21;1159315085.051;0
138;2017-08-28;1141218884.72;0
139;2017-09-04;1180821313.239;0
140;2017-09-11;1110499359.537;0
141;2017-09-18;1137389592.145;0
142;2017-09-25;845478708.179;0
143;2017-10-02;824333112.405;0
144;2017-10-09;868075679.651;0
145;2017-10-16;807132695.004;0
146;2017-10-23;807043977.33;0
147;2017-10-30;866575358.03;0
148;2017-11-06;831618602.266;0
149;2017-11-13;1016044412.1;0
150;2017-11-20;1034242390.802;0
151;2017-11-27;890301839.583;0
152;2017-12-04;1108990788.066;0
153;2017-12-11;1081487911.809;0
154;2017-12-18;1043323835.064;0
155;2017-12-25;988276377.788;0
156;2018-01-01;833779474.796;0
157;2018-01-08;931560493.264474;0
158;2018-01-15;1072795162.505094;0
159;2018-01-22;1083198892.107063;0
160;2018-01-29;1108987180.781748;0
161;2018-02-05;1100693112.675598;0
162;2018-02-12;1199045552.626066;0
163;2018-02-19;1140936007.759862;0
164;2018-02-26;1232697360.057033;0
165;2018-03-05;1417862781.626214;0
166;2018-03-12;929030325.97926;0
167;2018-03-19;936445957.925107;0
168;2018-03-26;962474319.702037;0
169;2018-04-02;966071369.801155;0
170;2018-04-09;1002763518.950083;0
171;2018-04-16;1105921194.922706;0
172;2018-04-23;1207287010.57688;0
173;2018-04-30;1351035711.350569;0
174;2018-05-07;1381381020.985388;0
175;2018-05-14;1462518396.356391;0
176;2018-05-21;1405416625.269809;0
177;2018-05-28;1527946548.790571;0
178;2018-06-04;1535185071.455201;0
179;2018-06-11;1474688825.899945;0
180;2018-06-18;1403474411.128301;0
181;2018-06-25;1362031206.04585;0
182;2018-07-02;1381933929.079905;0
183;2018-07-09;1442448350.525442;0
184;2018-07-16;1394829913.501304;0
185;2018-07-23;1388904290.592293;0
186;2018-07-30;1380116182.750076;0
187;2018-08-06;1479827173.133295;0
188;2018-08-13;1341010488.834265;0
189;2018-08-20;1222600645.472263;0
190;2018-08-27;1238278720.420995;0
191;2018-09-03;1160970069.665084;0
192;2018-09-10;1122364354.161182;0
193;2018-09-17;1075824128.35802;0
194;2018-09-24;1026392017.3045291;0
195;2018-10-01;1000007139.377962;0
196;2018-10-08;915346665.26219;0
197;2018-10-15;838724607.012708;0
198;2018-10-22;873876141.58916;0
199;2018-10-29;926542948.658571;0
200;2018-11-05;997128561.5486931;0
201;2018-11-12;1115457150.110152;0
202;2018-11-19;1059737506.505797;0
203;2018-11-26;1274031469.093119;0
204;2018-12-03;1040163476.255376;0
205;2018-12-10;1070288140.660776;0
206;2018-12-17;1378904004.266169;0
207;2018-12-24;1027384648.940012;0
208;2018-12-31;1003760687.2686731;0
209;2019-01-07;1038699910.729181;0
210;2019-01-14;1206297353.378388;0
211;2019-01-21;1261951190.799825;0
212;2019-01-28;1361009987.169154;0
213;2019-02-04;1188274659.34321;0
214;2019-02-11;1086580532.0704901;0
215;2019-02-18;1097624387.447624;0
216;2019-02-25;1087549199.950126;0
217;2019-03-04;1046950253.969078;0
218;2019-03-11;983707189.595769;0
219;2019-03-18;1018065269.182307;0
220;2019-03-25;1113724115.346696;0
221;2019-04-01;1115228460.564267;0
222;2019-04-08;1271212607.026732;0
223;2019-04-15;1082700927.897198;0
224;2019-04-22;1043768632.509657;0
225;2019-04-29;1197069115.60948;0
226;2019-05-06;1125378251.979781;0
227;2019-05-13;1118229661.522033;0
228;2019-05-20;1107149104.870164;0
229;2019-05-27;1237307990.125855;0
230;2019-06-03;1184290068.754101;0
231;2019-06-10;1147877558.473797;0
232;2019-06-17;1295847511.911488;0
233;2019-06-24;1331155633.697756;0
234;2019-07-01;1602218491.195877;0
235;2019-07-08;1622445007.192831;0
236;2019-07-15;1673084953.699424;0
237;2019-07-22;1571030567.63257;0
238;2019-07-29;1591949371.564771;0
239;2019-08-05;1468375705.711427;0
240;2019-08-12;1355238856.305669;0
241;2019-08-19;1488629025.403544;0
242;2019-08-26;1732645444.213159;0
243;2019-09-02;1510217034.931804;0
244;2019-09-09;1324207690.805702;0
245;2019-09-16;1207700488.717317;0
246;2019-09-23;1162995009.513925;0
247;2019-09-30;1183171040.213533;0
248;2019-10-07;1092658536.607962;0
249;2019-10-14;1093133939.535625;0
250;2019-10-21;1314272527.647902;0
251;2019-10-28;1471380737.740559;0
252;2019-11-04;1243846922.27578;0
253;2019-11-11;1271249503.926719;0
254;2019-11-18;1354360340.127891;0
255;2019-11-25;1357164779.543895;0
256;2019-12-02;1136710761.605002;0
257;2019-12-09;1306424083.135802;0
258;2019-12-16;1340425228.124056;0
259;2019-12-23;1118028812.314605;0
260;2019-12-30;921566873.272066;0
261;2020-01-06;962914769.952372;0
262;2020-01-13;1216726226.492597;0
263;2020-01-20;1257642040.909183;0
264;2020-01-27;1433681095.620311;0
265;2020-02-03;1123657098.404058;0
266;2020-02-10;1178496192.404764;0
267;2020-02-17;1176638644.969407;0
268;2020-02-24;1105630207.0900161;0
269;2020-03-02;1206657056.620543;0
270;2020-03-09;1315272921.6401129;0
271;2020-03-16;1132202051.883436;0
272;2020-03-23;1123551816.868514;0
273;2020-03-30;1128260018.433839;0
274;2020-04-06;1107706887.429835;0
275;2020-04-13;1092922738.128;0
276;2020-04-20;1119749600.771;0
277;2020-04-27;1126340576.802682;0
278;2020-05-04;1150029782.708168;0
279;2020-05-11;1213365853.5258281;0
280;2020-05-18;1326281483.803038;0
281;2020-05-25;1295753803.314949;0
282;2020-06-01;1266746823.631461;0
283;2020-06-08;1331119911.914546;0
284;2020-06-15;1219754006.273069;0
285;2020-06-22;1287452325.58674;0
286;2020-06-29;1380997311.059434;0
287;2020-07-06;1342683179.793779;0
288;2020-07-13;1304535141.895456;0
289;2020-07-20;1274545841.399129;0
290;2020-07-27;1208923492.757725;0
291;2020-08-03;1249152049.167654;0
292;2020-08-10;1158398415.001718;0
293;2020-08-17;1318203396.189082;0
294;2020-08-24;1326708957.080243;0
295;2020-08-31;1332099023.355864;0
296;2020-09-07;1338665833.271755;0
297;2020-09-14;1279085695.813482;0
298;2020-09-21;1200829131.319027;0
299;2020-09-28;1203289184.970814;0
300;2020-10-05;1368960403.656679;0
301;2020-10-12;1330538344.4747;0
302;2020-10-19;1256102146.950529;0
303;2020-10-26;1087653285.503091;0
304;2020-11-02;1119923194.703875;0
305;2020-11-09;1187659840.224736;0
306;2020-11-16;1147138431.42232;0
307;2020-11-23;1118530209.488793;0
308;2020-11-30;1311959957.605865;0
309;2020-12-07;1264519527.271492;0
310;2020-12-14;1144064687.332704;0
311;2020-12-21;1073319434.401012;0
312;2020-12-28;920411187.554;0
313;2021-01-04;925504433.676498;0
314;2021-01-11;1320641711.315355;0
315;2021-01-18;1293383780.221008;0
316;2021-01-25;1160436266.125438;0
317;2021-02-01;1195540503.843644;0
318;2021-02-08;1163229788.218761;0
319;2021-02-15;1355766668.749642;0
320;2021-02-22;1064853542.273375;0
321;2021-03-01;1071532027.251856;0
322;2021-03-08;1221437826.867654;0
323;2021-03-15;1115090934.42484;0
324;2021-03-22;1084882590.617324;0
325;2021-03-29;1026141023.456921;0
326;2021-04-05;1055641949.962524;0
327;2021-04-12;1194309491.518109;0
328;2021-04-19;988463357.845148;0
329;2021-04-26;953846728.92887;0
330;2021-05-03;1132214551.10652;0
331;2021-05-10;1131960190.10408;0
332;2021-05-17;1278288023.267421;0
333;2021-05-24;1048928673.763954;0
334;2021-05-31;909595468.662171;0
335;2021-06-07;1070162289.424296;0
336;2021-06-14;1228825516.269167;0
337;2021-06-21;1320684827.207142;0
338;2021-06-28;1321990025.532352;0
339;2021-07-05;1335154023.51168;0
340;2021-07-12;1404300557.541115;0
341;2021-07-19;1401197797.359763;0
342;2021-07-26;1376260672.459524;0
343;2021-08-02;1330524153.563589;0
344;2021-08-09;1338044213.337391;0
345;2021-08-16;1326127918.983715;0
346;2021-08-23;1167730190.987794;0
347;2021-08-30;1085727265.568975;0
348;2021-09-06;1022125712.073075;0
349;2021-09-13;1007052928.451596;0
350;2021-09-20;1040632350.560931;0
351;2021-09-27;918692482.914919;0
352;2021-10-04;814661165.325557;0
353;2021-10-11;942571992.564205;0
354;2021-10-18;850142088.263228;0
355;2021-10-25;851354329.571092;0
356;2021-11-01;742291353.287405;0
357;2021-11-08;900407455.674205;0
358;2021-11-15;993174403.0958201;0
359;2021-11-22;958566901.256723;0
360;2021-11-29;1003078889.613798;0
361;2021-12-06;987729064.01248;0
362;2021-12-13;1082776568.255831;0
363;2021-12-20;1143731229.31514;0
364;2021-12-27;1005729974.118053;0
365;2022-01-03;928936872.025998;0
366;2022-01-10;1025381359.999286;0
367;2022-01-17;1143787606.334476;0
368;2022-01-24;1154338563.640914;0
369;2022-01-31;1183390042.366004;0
370;2022-02-07;1028386306.197424;0
371;2022-02-14;1021803565.611707;0
372;2022-02-21;994329768.103013;0
373;2022-02-28;1043807894.415157;0
374;2022-03-07;1042470575.4517701;0
375;2022-03-14;924780391.855472;0
376;2022-03-21;1021278345.406406;0
377;2022-03-28;975519891.980611;0
378;2022-04-04;1140256183.269453;0
379;2022-04-11;1036746396.863955;0
380;2022-04-18;1024068898.58;0
381;2022-04-25;1112278484.622987;0
382;2022-05-02;1072235316.201854;0
383;2022-05-09;1114507258.530754;0
384;2022-05-16;1229121427.096055;0
385;2022-05-23;1327667340.108359;0
386;2022-05-30;1122896930.86949;0
387;2022-06-06;1072650538.047644;0
388;2022-06-13;1109736230.512444;0
389;2022-06-20;1049483111.55756;0
390;2022-06-27;1115707038.287624;0
391;2022-07-04;1166654893.502152;0
392;2022-07-11;1120055282.04365;0
393;2022-07-18;1286870444.876314;0
394;2022-07-25;1418572270.09553;0
395;2022-08-01;1292375034.244634;0
396;2022-08-08;1173731040.93001;0
397;2022-08-15;1228930422.159243;0
398;2022-08-22;1180745301.811478;0
399;2022-08-29;1241511412.837597;0
400;2022-09-05;1137326240.056545;0
401;2022-09-12;1263575639.389314;0
402;2022-09-19;1131677649.982997;0
403;2022-09-26;1049233800.740465;0
404;2022-10-03;1084453383.845491;0
405;2022-10-10;1067590072.720753;0
406;2022-10-17;984859824.657225;0
407;2022-10-24;1071177816.311153;0
408;2022-10-31;1215083536.3235111;0
409;2022-11-07;977529991.563626;0
410;2022-11-14;1020988604.410333;0
411;2022-11-21;970495922.929662;0
412;2022-11-28;948787959.551498;0
413;2022-12-05;1120980881.935295;0
414;2022-12-12;1151938798.663381;0
415;2022-12-19;1249935932.721626;0
416;2022-12-26;917585946.183737;0
417;2023-01-02;941689626.358664;0
418;2023-01-09;967720814.80103;0
419;2023-01-16;1005521283.568997;0
420;2023-01-23;1369453637.656;0
421;2023-01-30;1344837269.0942621;0
422;2023-02-06;1083448996.383744;0
423;2023-02-13;1220861285.306702;0
424;2023-02-20;1017541034.544015;0
425;2023-02-27;1115666923.798061;0
426;2023-03-06;1073104253.1938703;0
427;2023-03-13;1030541582.5896796;1
428;2023-03-20;1065230424.6289822;1
429;2023-03-27;1031686357.0476954;1
430;2023-04-03;1111694348.011211;1
431;2023-04-10;1091367375.0846221;1
432;2023-04-17;1048765510.109902;1
433;2023-04-24;1097490745.9672124;1
434;2023-05-01;1119826960.800701;1
435;2023-05-08;1154065176.937264;1
436;2023-05-15;1247633349.8089864;1
437;2023-05-22;1248200740.0598495;1
438;2023-05-29;1135137065.5724108;1
439;2023-06-05;1146591998.14709;1
440;2023-06-12;1190900730.3430088;1
441;2023-06-19;1199870728.4871697;1
442;2023-06-26;1272640727.2482424;1
443;2023-07-03;1294013820.5736504;1
444;2023-07-10;1283869887.5757122;1
445;2023-07-17;1330236552.0636306;1
446;2023-07-24;1355671863.3503888;1
447;2023-07-31;1294737799.93924;1
448;2023-08-07;1215693200.689932;1
449;2023-08-14;1253318281.9839869;1
