lon,lat
8.957741512,45.85393936
8.463032707,47.66718119
7.688576892,47.44739223
7.410394849,46.91756295
6.744116337,46.58197068
8.285563162,47.13546927
7.192835148,46.79538663
7.068789292,47.17848939
8.673166202,47.10500031
7.012100302,46.85211817
7.472820913,46.98571825
9.43451092,46.79366026
8.616252108,47.63497696
6.926288923,46.68228778
7.568026456,46.88103678
9.535420839,47.45087612
8.397156613,47.0834896
8.14222571,47.278296
8.795043183,47.50050168
7.051694799,46.59450059
8.578666342,47.43100092
7.335500422,46.88347229
6.403714001,46.64461147
9.438877549,46.79128929
9.559591713,47.36911649
7.02462413,46.35220394
7.553953645,46.71021128
8.652465033,47.17466919
8.901178245,47.17512299
6.991481986,46.29252563
9.201977658,47.37812813
9.353503697,47.08448153
7.280545067,46.47456366
8.835308824,46.21061929
7.540511727,46.78798957
7.757169905,46.96642895
9.038448419,47.21845873
7.466198969,46.80615678
6.47568126,46.50017002
9.502289933,47.01086369
7.537929272,46.95874041
7.378678712,46.84726138
6.998907358,46.74674851
6.385819836,46.50664061
8.369913523,46.96322548
8.339272364,47.0714811
6.638437662,46.65577119
9.480862339,47.42281
8.956869897,47.45686054
7.15836903,46.04642179
7.237755468,47.12906978
7.11141495,46.90740813
7.053573072,46.64760831
7.438501497,46.92936839
7.825342266,46.24821756
8.801317585,47.28438176
9.532931827,47.36272017
9.242501034,47.56571461
9.308564768,47.56089797
8.780331044,47.63390684
7.861577932,47.1148356
8.728849173,47.34909341
9.49461994,47.42787438
9.356098423,47.55736822
7.167272967,46.89271247
7.656173827,46.75744209
7.146290245,46.02477471
6.388954655,46.50691256
6.496696084,46.51581105
8.632229146,47.39175409
7.535412832,46.74871096
7.145864829,46.89865937
8.86650158,47.37117664
9.528157948,47.41860848
8.476378066,47.70274217
9.087725094,47.59875834
7.617898382,47.21521571
8.870669023,47.26557615
6.507778843,46.51697308
6.857134634,46.5063031
7.568927459,46.81930982
8.534520149,47.61178038
9.387101936,47.53847112
8.669357941,46.87442332
9.01614933,47.53707356
8.362409764,47.24823693
7.902222917,47.16156093
8.938596151,47.22879913
8.22550627,47.13731704
7.789499678,46.40694662
7.88387972,46.22995709
8.711495706,47.75764474
8.541071066,47.69724481
8.330422965,47.14739093
9.180331895,47.57733474
7.143467359,46.72881061
6.402511533,46.50182828
7.345807082,47.15727265
9.391208006,47.33684565
8.261099127,47.48840891
8.318517259,47.13057127
6.546062168,46.72084507
9.463246869,47.48980573
7.088940131,46.78329473
8.557392404,47.68594508
9.301826557,47.56241893
7.657793195,47.31889036
8.189340476,47.34944494
7.694461216,46.62784527
6.078932024,46.46553634
8.841334233,47.44533892
6.161869416,46.33532694
9.581950136,47.39617313
7.684561656,46.76272796
8.710814336,47.75094253
7.135662252,46.81148551
7.48312459,47.01602826
9.038977461,47.21848736
7.140429627,46.84717389
7.689013449,46.61593819
7.648657111,47.51881158
7.273941089,46.84157145
6.376764802,46.47808248
9.065546002,47.04890381
9.077215315,46.99098593
8.917869794,47.33930526
6.932958278,47.20814902
7.049942019,46.64213559
8.881529735,47.55354486
7.635473438,46.76278683
8.047496736,47.27814221
8.441098504,47.09800241
6.648782236,46.68361406
6.332616343,46.53168443
8.074811341,47.3743009
8.717155499,47.65682762
7.372044857,47.01418164
7.848697495,46.23475877
6.220363701,46.43400045
8.300020912,47.33444257
7.27756244,46.84052419
9.361861429,47.53485359
9.029353248,47.53351963
8.704610296,47.74414763
8.159618355,46.42997449
9.090468061,47.42457793
7.967740252,47.17880976
7.394731045,46.93590811
6.843933496,46.64157687
9.646872682,47.40398379
8.480444529,46.96302985
7.438856028,46.92941337
8.355186638,46.96494542
8.838948539,46.18988105
6.920424303,46.31776989
8.961970326,47.61228913
7.790609298,46.94002021
9.09500502,47.61723936
7.198377381,46.81839974
8.224422597,47.3042644
7.768726053,46.65458757
7.049423478,46.61086493
6.400994056,46.50011409
8.167895047,46.88429474
9.305499405,47.44575735
6.167750062,46.37151541
7.699604959,46.71444284
8.867102804,47.29282429
6.852415619,46.64828681
8.17233292,47.39270161
9.168717419,47.41964567
6.899250694,46.68825283
8.415512738,47.32110984
8.705884298,47.59354788
6.169809801,46.3357042
6.332446925,46.53486754
8.034979175,47.06839902
7.100085636,47.04066619
8.163889116,47.34647739
7.251539169,46.84848119
8.65646777,47.05261469
8.981142661,46.053168
8.205415567,47.43746877
8.400752572,47.27943348
7.397716785,46.87936517
7.870988816,47.54346034
7.713834775,46.95109614
7.774166465,47.42064334
8.155219449,47.26064896
9.150243055,47.48364061
6.95531785,47.17616956
7.780910602,47.14773727
7.436203544,47.13893447
6.963234803,46.31574525
7.661038731,46.47617716
8.149433852,46.78686141
7.653370867,47.00766962
7.899421578,47.23147121
6.991663953,46.34287567
9.323086201,47.42295337
7.257631965,47.11319102
7.264817739,46.38530375
6.424897917,46.550278
7.738764922,47.21939034
6.981062132,46.21552513
7.801914729,47.46903814
9.135292786,47.61358062
6.906044185,46.52608234
7.693726089,46.65199105
6.412828794,46.47853146
8.710875903,47.28812291
7.529286229,47.21924058
6.95662804,46.31996326
7.671030642,46.73326005
7.940623753,47.18096397
9.252096672,47.43144825
8.017125713,46.32093227
6.939022434,47.17092768
7.549102069,46.8712786
7.628466935,46.73199818
9.080112857,47.58699222
6.689057885,46.60359776
8.204592203,47.2078365
9.036836329,47.55487114
6.339945926,46.53471546
9.294591628,47.09805423
7.327604857,47.14681339
8.637258406,46.8668833
7.615339735,47.49679595
9.477831377,47.44231528
9.004745678,47.62381817
8.678944581,47.18726887
7.626894486,46.75009965
7.607449191,46.82643801
9.162670629,47.57877721
7.404305828,46.85402765
9.018291244,47.66225108
6.234891513,46.41265363
6.077035549,46.16667881
6.897656192,46.45135931
8.050039502,47.53965077
7.132277729,46.79156054
8.355789711,47.36743818
6.535637137,46.57647411
9.481818001,47.036362
9.401785907,47.33476774
9.154989967,47.49420364
7.610170399,47.49878236
8.819057862,47.24854685
8.025229466,47.14358564
8.261774258,47.50802988
6.665744018,46.55455723
6.242560802,46.60260924
9.540301204,47.48241268
7.959179989,47.06496232
6.844042408,46.72644339
7.581516215,46.81772968
8.577616297,47.70102073
9.067750555,47.29862939
6.526115246,46.73002491
6.960465751,46.27348035
6.856470537,46.52320289
7.228447435,46.89268885
9.233397176,47.52564345
6.816445826,46.47239747
7.507180656,46.89162241
7.266170046,46.79188743
8.797906266,47.2537281
9.478380615,47.10030902
8.934465394,47.40582287
9.177856043,47.24982432
6.568287141,46.71109449
9.007696825,47.20547719
8.453874772,47.14032259
9.103052247,46.77683798
9.775180321,46.93225712
6.816445826,46.47239747
7.123732807,47.09393043
8.68983846,47.62866639
7.194472351,46.9766726
8.965384364,47.45359996
7.958665338,46.70342836
7.673113635,47.14159355
6.967975215,47.14103394
8.295421118,46.96968959
7.104293817,47.00319584
7.235269728,47.13459723
9.068451085,47.48522638
8.679509527,47.77294748
7.116392301,47.40226453
7.199162099,46.86273958
7.952925737,47.06483756
7.346223593,46.9942214
6.907516564,46.22390152
8.66794206,46.97265135
9.305499405,47.44575735
9.367471096,47.42081759
9.253316473,47.3661229
6.332618327,46.45704043
8.692938742,47.35916829
8.222090431,47.38414497
6.945148889,47.17882476
6.665744018,46.55455723
7.069044213,47.17977647
7.312159575,47.03335316
8.898784839,45.96895569
8.975268557,47.61857231
7.300723949,46.85667432
7.26530493,46.94992469
6.975015817,46.7006861
7.558497905,47.19348929
8.264824322,47.33778504
7.79913984,47.12345834
8.312058758,47.30275283
7.759513352,47.03111568
8.277571861,47.04523162
8.231241704,47.48301362
6.390159628,46.50860603
8.960439542,46.13195946
8.316294101,47.04557186
9.466286241,47.44003517
8.172448166,46.84197689
7.069177444,47.17958801
8.077232298,47.38960525
8.61393738,47.42004254
8.921546351,46.17507906
7.395236754,46.51430108
7.295104629,47.1179576
8.339709402,47.09357071
7.077863362,47.41079376
9.219184469,47.48478631
9.309344753,47.40424759
8.969695041,47.4665148
9.303397578,47.19657649
9.055448363,47.19507304
8.779804184,47.31157636
7.662492063,46.73439251
7.171369401,46.74498161
7.377146379,46.55215503
8.567067774,47.34595764
9.527057375,46.88133365
7.017301173,46.86106098
6.979442677,46.8193737
8.40227625,47.29355216
6.655511041,46.74679391
8.077573334,47.39264351
8.998280656,47.53655091
7.143620434,46.8105439
7.621615255,46.77570923
9.223732639,47.50878112
8.619359261,47.70400397
8.486138481,47.20180575
9.551925319,47.42158624
9.341782317,47.49315375
9.27096743,47.53746984
6.864003042,46.46319401
7.994472009,47.1207289
9.394765412,47.41720986
9.629622179,46.99409445
8.278000465,47.08103954
8.996509751,46.18370582
8.917188133,47.19491717
7.106423342,46.71963189
7.807355452,47.45596152
7.098861079,46.78620333
9.116083417,47.4773129
8.448033763,47.16896182
6.863522747,46.4520457
9.119373221,47.59860981
6.986035194,47.0198348
6.869982681,46.45659424
8.257940461,46.92134192
8.651113469,47.70699594
9.599494059,47.43339296
6.858166496,46.45511295
7.124298973,46.47657601
7.952925737,47.06483756
7.094666193,47.2223655
7.847812045,47.52642897
9.535987789,47.43834166
9.629622179,46.99409445
8.65700717,47.65156494
7.84548542,47.34016704
7.082197795,47.40461021
8.785807078,47.52050686
9.426534776,46.6510224
7.581159433,47.55380976
7.909481599,47.15915683
9.057764487,47.36133921
6.991624512,46.29885021
7.184366303,47.18933689
7.551421026,46.64927823
8.070983211,47.54281228
8.795930187,47.24823689
8.057406623,47.13064408
9.553046805,47.42412098
7.690009883,47.44761399
6.777731849,46.62511762
8.999134806,46.92572291
8.858880916,47.56073296
7.630949855,46.74963415
8.705136232,47.7438361
9.655549169,47.38350961
8.292542269,47.38882687
6.307713199,46.49827777
6.796856229,46.37092211
7.173051616,47.1536558
8.882580704,47.6005045
7.012760827,46.61190273
8.897441458,47.43817688
7.855822111,46.68646187
9.444847617,46.63604276
7.883449663,47.18458994
7.145420329,46.13113604
6.945148889,47.17882476
8.157352966,47.41143244
6.859870587,46.96374694
7.709257706,46.76951781
8.19939001,47.26342431
6.805234584,46.38795364
7.147694997,46.75257864
9.348299087,47.32759513
8.585247717,47.22077769
8.710852389,47.75086116
8.169873547,47.20761237
7.185294019,46.78633866
7.742570074,46.89403859
8.691493778,47.59397407
9.624611147,47.39277324
8.339995902,47.23984198
7.702111718,47.34752615
8.310296948,47.37059679
8.331454104,47.41323244
6.749164588,46.89871589
8.040188211,47.41908081
6.159226251,46.34386206
7.446455167,47.00385699
7.037474023,46.83960765
8.638302323,47.48263193
9.338789194,46.74685649
8.999134806,46.92572291
8.657555202,47.69681898
8.607245069,47.55534903
7.002442831,46.70292657
6.601747121,46.57017047
9.203994321,47.21953906
8.278055942,46.91635659
8.259806659,46.92059991
9.410693507,47.46645802
6.856714641,46.50174904
8.820357842,47.36673639
8.426612709,47.14684788
8.101930021,47.11247761
8.163268948,47.38851333
7.11848461,46.79183741
8.705819385,47.60141
6.559686755,46.50877778
8.964120701,47.55245999
9.648913799,46.46784002
7.269292112,46.38445598
8.206170292,47.33069714
9.121350873,47.56410066
7.98845685,46.32606766
7.034433222,46.49486694
7.613789997,46.83785262
6.863949037,46.4927811
7.827535157,47.26280363
6.24222601,46.44335605
8.20138684,47.20613971
7.358905894,47.10194627
7.695832656,47.51960714
8.902563069,47.55158993
8.382518386,47.45929362
7.060002877,46.70848519
7.305765498,47.03339984
7.634288171,46.76080986
9.081607134,47.36339535
6.451177946,46.60710525
7.053286727,46.65294174
8.395152222,47.18224099
8.21552227,47.4759786
7.103263821,46.81306784
7.576053603,47.04573791
7.897723402,47.3490738
9.384214281,47.36099499
7.318275859,46.98164703
8.279390047,46.94291117
8.239999433,47.09363454
8.537496732,47.28921277
9.2271993,47.32615346
8.873497801,47.18641097
8.982121471,47.65976016
8.751210811,47.49665329
7.666177192,46.68355161
8.358828506,47.35402958
8.656870006,47.62358442
8.276048973,46.9392294
7.706283599,47.14720611
7.699518498,47.43175434
7.444182826,46.26647135
7.417216932,47.11739867
9.515941348,47.27574202
6.200042153,46.33027242
6.272197093,46.62225984
8.278373504,46.94174019
7.348141735,46.99496954
6.981273282,47.01834964
8.813901767,47.52601452
6.26843798,46.61918038
9.062310754,47.04160813
9.431888435,46.63002543
8.267578153,46.93756382
8.27626267,46.93524274
6.798361488,46.53390068
9.286311545,47.13608462
7.187371368,45.99043953
9.108810003,47.59850156
8.753560926,47.49614988
6.9313749,46.77789826
6.427387015,46.58171537
7.714158142,47.18384148
8.198342106,47.09119184
8.090621285,47.25408822
8.410442877,47.03035746
8.715512813,47.74834568
8.283356676,47.03902727
7.096554825,47.4504522
7.074724253,46.27987997
9.531000516,47.44539592
6.226171937,46.60584531
8.837402758,47.29928761
9.051266655,46.98465111
9.119373221,47.59860981
8.974483422,47.50600519
9.472431715,47.16503712
8.656539453,47.69494082
6.945391811,46.30056478
7.490247289,47.21879667
9.765391418,46.92888382
9.196531121,47.45270128
6.888060073,46.34048421
8.188287689,47.48079024
7.506825025,46.73322325
9.434135727,47.47631237
7.318408635,46.96941377
9.092651047,47.52298949
8.328139405,47.46708197
7.268510829,47.04038445
7.576362538,47.06881872
6.213556949,46.60319098
9.464617021,47.15621328
8.710719927,47.74923466
8.756264641,47.14409224
7.503453981,46.7700435
7.443149574,46.92590518
7.382010267,46.25788397
7.576179192,47.06919673
6.751918402,46.70402016
7.278309175,46.90190922
6.570590319,46.78243228
7.555544238,46.70187086
7.429625433,46.927407
8.043167572,47.54387802
6.270778771,46.62082382
8.839168214,47.27787391
8.432264551,47.29792125
7.087268638,46.36419159
8.364230064,47.04596007
6.494546762,46.63442642
8.773251995,47.20085935
8.614469587,47.05277366
8.173075543,47.38026633
9.437829861,46.61338204
7.45621743,47.02214297
7.360820031,46.98280857
8.732284468,47.19826842
7.055282961,46.71202263
7.662067194,47.01501107
9.018028831,47.56409755
7.424962623,46.49883636
7.556889949,46.75549145
8.903975264,47.49201364
7.006871914,46.24864132
9.630512272,47.42540385
9.002140795,46.16190832
7.670135231,46.67379251
7.654550529,46.9214126
8.328264948,47.26510157
8.675167294,47.54670182
8.103156436,47.16888808
8.512463626,47.71873856
7.453181211,46.25330105
6.925365039,46.76963137
8.085492648,47.47549183
7.552477487,46.66099836
9.028097845,46.94634162
6.862643669,46.85978227
6.310373813,46.51250081
8.610756891,47.13824585
9.163432798,47.64599964
9.180029803,47.57785204
8.129601272,47.39464689
6.532753678,46.76859892
8.630763427,47.68203146
8.742669144,47.34482714
7.551193814,47.49980764
9.09008119,47.56678141
7.413444925,46.90852348
8.729824123,47.19367214
6.191927219,46.41440204
7.482621398,47.01177378
8.912364852,47.422641
7.133652755,46.87228002
6.35628662,46.56240159
7.336035961,46.1899434
8.65689152,47.21784716
7.699841281,46.84741301
6.75763414,46.59635604
7.478245386,46.9433404
6.881802685,46.70938963
7.563405893,47.01087844
7.390994583,46.17411223
6.667153967,46.63571072
7.13362473,46.87259478
7.338650686,47.35774642
9.126066524,47.47787841
7.066717014,46.42963268
8.192235788,46.72797929
6.562622266,46.56885882
8.948445564,47.22776179
8.716751404,47.75711043
7.877820609,47.18194005
7.721820292,46.98333353
6.794755799,46.66472505
9.340222702,47.40539886
6.837639856,46.98587787
6.639899278,46.7158565
8.427149327,47.17876826
8.141477791,47.10689953
7.091848626,46.7871447
7.486828469,46.98050516
9.054376862,47.59810334
8.728113415,47.19661499
6.860519403,47.15084199
8.41550834,46.88800004
6.218219633,46.42809352
6.601077965,46.70416164
9.558243426,47.00062866
8.041618812,47.54552299
7.987911375,47.33699643
9.177817861,47.23404451
7.24844428,46.87818762
8.824308825,47.36133661
6.296119755,46.44455999
6.853236387,46.47768519
7.132390799,46.86816576
8.300158694,46.98567538
6.082547827,46.23232399
9.012037442,46.20376172
7.252513342,46.76440283
6.533264498,46.65107829
7.973117027,47.48091277
8.131373126,46.39839455
6.718532519,46.68066744
7.56121648,46.88050451
7.214293572,46.08077559
6.864339871,46.49277409
8.300158694,46.98567538
7.996173742,47.11836395
9.051901028,47.3299075
8.11792922,47.09090359
8.316618077,47.36851609
7.26269635,46.2066561
8.511823642,47.17812678
9.17795777,46.71979201
8.876176048,47.64734002
7.372149278,47.27624548
8.392835893,47.06493162
8.722180936,47.40583907
8.362221402,47.03401203
9.022034584,47.21041786
8.619486063,47.00382858
6.971976129,47.03623054
7.372255779,47.27563392
6.56734652,46.68111248
8.732822425,47.24285489
9.272033178,47.45096206
6.538336053,46.77221457
9.527277954,47.44753259
9.422358509,47.37404839
7.085618949,47.41808514
8.441852109,47.35145821
6.971340126,47.03674067
8.591772569,47.13273446
7.38253384,46.26564745
8.931092992,47.40936583
8.814005072,47.69623286
9.135585676,47.65267098
8.149872379,47.2351454
8.319880377,47.06440809
7.855822111,46.68646187
8.996138861,47.40958693
7.448724739,46.27930781
7.395963837,47.19661867
6.940125933,46.27757537
8.132972091,46.40141642
8.515957159,47.16915553
9.317426624,47.36326197
7.41068361,46.91766197
8.03583521,47.3203524
9.138998431,47.56733343
7.483959152,46.26048964
8.611246217,47.00227582
7.624462681,46.88431471
6.211890262,46.60243528
9.532413546,46.7165525
7.791799204,47.29562282
8.510224594,47.32488379
7.421395093,46.92038972
8.436806621,47.45032001
8.964307123,47.49697325
6.888031254,46.83818337
8.034081445,47.32796194
6.011841095,46.21345824
9.622066672,46.5769789
8.973156576,47.45222869
8.259865339,47.03707475
8.055742925,47.39706144
8.430796884,47.17910569
8.818918843,47.32701951
8.703058186,47.74894943
8.756733532,47.49830862
6.282284187,46.4945757
7.306815315,46.82732077
8.24508853,46.90045512
8.880352378,47.64575009
8.547895673,47.28257356
7.892134992,47.16946265
8.601678723,47.57298961
9.028964794,47.54805286
7.591796731,47.52917129
7.482882386,46.96039358
7.792973996,46.30150604
7.594263301,46.78031027
8.801573952,47.49169958
9.462129897,46.76715082
8.594539941,47.30428018
8.654452103,47.27603889
8.700458549,47.74898666
8.052385369,47.31021856
8.228773747,47.1345151
7.510131566,47.41034033
7.619993358,46.74493839
8.376868904,47.39235563
7.570638216,47.53258785
9.195373171,47.58191155
8.646539762,47.66421254
9.543511837,46.85712292
9.051165555,47.47187582
9.669922877,46.82622587
9.060219774,46.98377805
8.18499783,47.05036832
9.396646139,47.34004644
8.55450661,47.16814945
8.59001159,47.31934777
9.220652214,47.52263767
9.675137992,46.83498794
7.44661231,46.99892767
9.115450875,47.5595084
8.603061641,47.29905808
7.878914466,47.55578813
8.314251197,46.94862329
9.764444338,46.9230896
8.620011068,47.52534794
8.657733971,47.69358814
8.686659624,47.21987629
8.8722137,47.26847166
9.442387396,46.8314052
9.224632251,47.57782108
6.858679359,46.77636396
7.780408652,47.52208715
7.716329143,47.40439094
7.634182736,47.3042177
8.748578335,46.67804627
8.6760227,47.51783703
8.000483627,47.45916119
8.985297579,47.52405928
7.565633675,46.87885359
8.85793318,47.69977918
7.085267426,46.36818845
8.47240031,47.32208049
7.780448471,46.93866565
7.958607763,47.27900872
7.769375829,47.51365584
7.563240392,47.1273096
6.804298475,46.67105776
8.391882666,47.41861461
9.066829821,47.60779721
8.478977173,47.33779891
9.12215207,47.49087169
8.057477883,47.55908336
7.847167618,46.92339835
8.779120759,47.39545948
7.979709421,47.46248904
7.776810557,46.31335774
8.867621732,47.66775602
9.437884843,47.49555485
7.288271495,46.85024484
7.850895522,46.68665967
7.990558378,47.21675121
8.853463283,47.65964516
8.860225354,47.55237795
7.816973926,47.23607054
9.635969149,47.4226999
6.618494429,46.81164573
8.979217133,47.65878228
6.891321053,46.46132324
9.427638489,47.43458868
7.787443273,47.21561062
7.244926673,47.19028285
9.058627622,47.06389156
7.340792866,46.25235914
9.259397337,47.60996265
8.607431973,47.21783801
7.112030474,46.91409341
8.366830938,47.24951471
7.904200401,47.36790029
8.046539056,47.53553191
8.990770386,46.18230929
7.171481902,46.80128446
8.205293247,47.26043486
7.058918375,46.66759659
7.219643249,46.80916842
8.757159091,47.33027853
7.955552928,47.36630596
8.220235565,47.03990609
6.689640075,46.51556682
8.433820607,47.40125192
9.315455513,47.52648363
7.95161891,47.35644753
7.602681552,46.87926551
8.961965835,47.54682122
6.732151323,46.55014119
8.37775369,47.12459754
8.679967947,47.56054752
8.139200339,47.03143366
8.926626187,47.47098089
7.682503546,46.67207564
8.433452831,47.27157302
8.795534578,47.63208404
8.855336469,46.70253666
8.682278057,47.27274652
8.809524718,47.33524566
6.647183686,46.77555017
8.636022709,47.29944024
8.431560513,46.96715204
8.94954891,47.47509165
7.239339264,46.96999545
7.306903372,46.25471727
8.768194423,47.37222437
6.563656474,46.561382
9.378427656,47.48430432
8.25266185,47.41570286
7.116200547,46.91263903
8.651977571,47.65398315
8.959401204,47.54634218
9.042847556,47.15913694
8.617706594,46.52949316
6.9000147,46.37657916
8.570464296,47.42367857
8.185466491,47.44615301
8.134098418,47.54644428
6.953109898,46.30106601
8.625845352,46.86207232
8.568721012,47.4414608
8.883333788,47.23104397
9.050530164,47.47367486
7.214584484,46.75625641
6.665645111,46.56329169
6.401790434,46.50070614
6.872162788,46.45226017
8.657569328,47.0315881
8.954102397,47.61672786
8.528008275,47.38465214
8.528721666,47.52117897
8.40897455,47.40821832
8.625681787,47.22570247
6.232385786,46.47846477
7.780836666,46.31362454
8.452545682,47.45304348
8.046881993,47.35302621
7.170765589,46.15241995
8.657569328,47.0315881
9.548410137,46.77597305
8.496485609,47.6854902
8.924133857,47.48292305
6.852714229,46.49703259
9.306675925,47.52761519
8.432140227,47.06600167
6.606737515,46.53157792
7.739302915,46.9952707
8.637244258,47.42390503
7.89930192,47.32034802
7.125774863,46.93428137
6.990155285,46.20972345
6.659380639,46.52289266
7.078566092,47.40290799
8.870522734,47.26554198
6.552495723,46.55640153
8.156893504,47.22004422
7.594947446,47.46230626
8.233815969,47.5948932
7.196171431,46.98165055
8.672305306,47.20492705
7.780836666,46.31362454
6.544808089,46.53787212
8.69620893,47.60272887
7.085526902,46.05154166
7.742824129,47.52510575
7.337496356,47.10361128
6.883066222,46.76309998
